u_nickname,u_url,m_content,m_content_url,m_content_id,m_images,m_videos,r_comment_num,g_publish_time,r_like_num,r_trans_num,verified,u_id,u_desc,u_fans,u_follow,u_login_time,u_area
Joni Ernst,https://twitter.com/joniernst,"If China hadn¡¯t covered up #Covid19, the effects of this pandemic could have been lessened. We need to hold China accountable https://t.co/yUXEIyfZ0E",,1254200884487225345,['http://pbs.twimg.com/ext_tw_video_thumb/1254200826169561090/pu/img/kPC6e2Zc8P7haddq.jpg'],https://twitter.com/joniernst/status/1254200884487225345/video/1,588,2020-04-26 08:09:27,2154,1467,1,1383059977,Mother. Soldier. Leader. Proudly serving Iowa in the United States Senate.,51787,120,2013-04-27 06:53:06,
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"If China has nothing to hide about its mishandling of the coronavirus, why is it retaliating against Australia?",,1334278484806524929,,,367,2020-12-03 07:29:15,2543,573,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
Cory Gardner,https://twitter.com/SenCoryGardner,"If China is reporting honest and accurate information about #COVID19, why are people so desperate to leave Hubei province? https://t.co/q5VWGvs535",,1244105357661802498,,,265,2020-03-29 11:33:26,1678,1387,1,235217558,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.,148039,282,2011-01-08 01:02:56,Colorado
Savo _,https://twitter.com/LeftistUnity,"If China loses this legal battle against Gilead to produce the Coronavirus Vaccine they should just disregard it and distribute it worldwide for free anyways, it's the moral choice, fuck the law. The world will see that Gilead are the real villains.",,1238852928527622145,,,267,2020-03-14 23:42:09,154379,25750,0,1.14984E+18,"Savo, rhymes with Bravo. 25. Serbian. Neuroscience grad and Communist who mainly tweets about Anti-Imperialism and the deceit of neoliberalism.",2382,4995,2019-07-13 08:17:38,"Texas, USA"
Scott Adams,https://twitter.com/ScottAdamsSays,"If China really beat the Coronavirus like they claim, we should send all of their diplomats back home until they tell us how. It wasn¡¯t masks.",,1330153872694894598,,,615,2020-11-21 22:19:30,8149,1276,1,2853461537,You might enjoy my extra-provocative content and micro lessons on success and persuasion on https://t.co/YRmVuhAdWh at: https://t.co/3ZNbPqcs4h,609549,1484,2014-11-01 01:15:36,Pleasanton CA
Guy Verhofstadt,https://twitter.com/guyverhofstadt,"If China valued free speech, there would be no coronavirus crisis.

https://t.co/czhHbwKubP",,1226512713578426368,,,290,2020-02-09 22:26:33,1971,1081,1,856010760,MEP @RenewEurope #IAmEuropean,463048,1621,2012-10-01 16:01:16,Europe
Joshua Wong _Ö®_ ,https://twitter.com/joshuawongcf,"If China valued free speech, there would be no coronavirus crisis. Country could have contained spread of disease if only it had learned lessons from Sars outbreak. https://t.co/oV0zh1uxVB",,1243080449552838656,,,350,2020-03-26 15:40:49,3185,1846,1,18798768,"* CURRENTLY IN JAIL, ACCOUNT MANAGED BY FRIENDS *
¡ª
Hong Kong activist_#UnfreeSpeech: https://t.co/OJjMJYwcpW_joshua@joshuawongcf.com_@save12hkyouths #save12",736992,1225,2009-01-09 19:23:36,Hong Kong
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"If Communist China has banned its citizens from using American social media platforms, why does the regime continue exploiting our platforms to push Chinese propaganda? During the coronavirus pandemic, state-run accounts posted over 3,300 times a day, triple their normal rate.",,1248654787022856193,,,286,2020-04-11 00:51:14,2425,1063,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"If Communist China spent half the effort it does issuing threats and pushing its propaganda on preventing the spread of COVID-19, we likely would not be in the midst of a global pandemic. https://t.co/jDyfLOvctx",,1255563677643812865,,,155,2020-04-30 02:24:42,875,490,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
John McAfee,https://twitter.com/officialmcafee,"If Corona was a plan,

(Not saying that it is)

Who wins
And who loses?

Losers:
The entire Western World's economy.

Winners:
Big Pharma
China",,1243467567496396800,,,423,2020-03-27 17:19:05,2169,347,1,961445378,"Iconoclast.
Lover of women, adventure and mystery.
Founder of McAfee Anti-virus",1049955,14173,2012-11-21 08:03:03,Wherever I am
Adam Wagner,https://twitter.com/AdamWagner1,"If Covid-19 had emerged in a liberal democracy rather than China, and the first response had not been enforced lockdowns, which *appeared* to work, enforced lockdowns would not have become the worldwide norm: discuss",,1349675176997302273,,,156,2021-02-14 19:10:12,1300,209,1,123979525,Human rights barrister @DoughtyStreet. Founder/Chair @EachOtherUK. Visiting Professor of Law @GoldsmithsUoL. Host @bhumanpodcast. Views my own not of any orgs,86667,4184,2010-03-18 05:14:06,London
Joe Biden,https://twitter.com/JoeBiden,"If I were president today, I would not be taking China's word when it comes to the coronavirus. American scientists and health experts should be allowed in the country to determine how the virus started and to help contain its spread. https://t.co/uSgkV7WUG8",,1232859648195063809,['http://pbs.twimg.com/media/ERv9yC8W4AYnUZ_.jpg'],,687,2020-02-27 10:47:00,8155,2745,1,939091,"President of the United States, husband to @DrBiden, proud father & grandfather. Ready to build back better for all Americans.",28199781,46,2007-03-12 01:51:24,"Wilmington, DE"
Kevin McCarthy,https://twitter.com/GOPLeader,"If Joe Biden were President, we¡¯d still be debating whether or not stop flights from China.

Thankfully, we have a President strong enough to take decisive action and focus on what matters most now: finding treatments and a vaccine for COVID-19. https://t.co/TZhBu3zbqQ",,1294277784941080576,['http://pbs.twimg.com/media/EfYzmsoWoAAfeC-.jpg'],https://twitter.com/GOPLeader/status/1294277784941080576/video/1,1139,2020-08-14 22:20:45,3371,876,1,19739126,Republican Leader and Representative of California's 23rd District in the House of Representatives.,1199720,1427,2009-01-30 06:28:48,"Bakersfield, CA"
Nancy Pelosi,https://twitter.com/SpeakerPelosi,"If President Trump is serious about confronting China¡¯s human rights abuses, he must work with Congress to craft an effective, robust strategy. His vague suggestions for confronting China¡¯s actions are nothing new &amp; do not articulate a real or serious strategy.",,1266542871429120001,,,5795,2020-05-30 09:32:06,30222,5940,1,15764644,"Speaker of the House, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",6988245,362,2008-08-07 23:35:02,San Francisco
Major Gaurav Arya (Retd),https://twitter.com/majorgauravarya,"If Taiwan refuses to blink, there is pretty much nothing that China can do about it. Taiwan senses this. 

COVID-19 and the following deceit &amp; cover up has been China¡¯s shame. The world is closing ranks. Any misadventure will have serious repercussions.  https://t.co/X23YCSzHNt",,1263160151541858304,,,156,2020-05-21 01:30:23,6200,1468,1,7.58859E+17,Follow me on Desi microblogging site Koo at https://t.co/BxDMUs35kJ,1192943,316,2016-07-29 10:59:01,India
Joyce Alene,https://twitter.com/JoyceWhiteVance,"If Trump¡¯s administration used the guidance in the pandemic tabletop exercise Obama¡¯s outgoing NSC did w/them, they would have been securing protective equipment. Instead, hospitals &amp; 1st responders are running low &amp; people are sewing substitutes at home. https://t.co/uggNiRL3bT",,1244238807341436928,,,204,2020-03-29 20:23:43,7927,3286,1,548384458,@UALawSchool Prof |Legal analyst @MSNBC @NBCNews |Podcast #SistersInLaw |Obama US Atty |25 year fed'l prosecutor |Wife & Mom of 4 |Still knitting a lot,731302,1352,2012-04-08 20:20:45,Alabama
Rogan O¡¯Handley ,https://twitter.com/DC_Draino,"If a vaccine for the China Virus was made available, would you get it?

RT if you wouldn¡¯t",,1293257227772538882,,,609,2020-08-12 02:45:25,1235,2715,0,8.75856E+17,Lawyer _ Patriot _ Civil Rights Activist _ Journalist _ Bro/Bruh,365758,372,2017-06-17 07:23:01,IG: DC_Draino
Charlie Daniels,https://twitter.com/CharlieDaniels,If anything good comes out of this Coronavirus plague let¡¯s hope it will be a committed determination to stop depending on China or any other country for anything. If we use it here we should produce it here,,1237336751376609283,,,569,2020-03-10 19:17:24,13828,3989,1,23798694,"Official Twitter of the late Charlie Daniels, run by his estate. NEW MUSIC! __ https://t.co/naW11w7Y4F CDs/Books/Merch https://t.co/Z9PyutGgOb",929124,505,2009-03-12 01:52:26,"Mt. Juliet, TN"
Stephen Hayes,https://twitter.com/stephenfhayes,"If coronavirus is little more than the ""common flu,"" as POTUS suggests, why the severe flight restrictions from China? And if it's necessary to impose those restrictions on air travel, as POTUS insists, is coronavirus little more than the ""common flu?""",,1237044006896447488,,,152,2020-03-09 23:54:09,518,133,1,69773058,"Editor/CEO, @thedispatch. Fox News contributor. To sign up, go here: https://t.co/0Nx0IaaNXL",288396,1328,2009-08-29 11:11:53,"Annapolis, MD"
David Frum,https://twitter.com/davidfrum,"If indeed the Coronavirus is traced to a Wuhan lab, then President Trump looks an even bigger chump for dismantling independent US scientific presence inside China to rely instead upon false assurances of ¡°control¡± from President Xi",,1257029787350175745,,,483,2020-05-04 03:30:30,21776,6091,1,18686907,Author Trumpocalypse: Restoring American Democracy. Read more at The Atlantic. Reach me via https://t.co/vh4Jlp8rdP,980678,909,2009-01-07 02:03:36,
"Wayne Dupree Media, LLC",https://twitter.com/WayneDupreeShow,"If it can be proven that China deliberately hid the truth about COVID-19, what should be done to them? What type of global response should they face?",,1246496391238750208,,,738,2020-04-05 01:54:33,2140,435,1,282695161,Official Acct for https://t.co/LE5bTznWHX; DL our Podcast App ,423838,12688,2011-04-16 02:32:32,USAF Desert Storm/Shield Vet
Lijian Zhao ÕÔÁ¢¼á,https://twitter.com/zlj517,"If someone claims that China¡¯s exports are toxic, then stop wearing China-made masks and protective gowns, or using China-exported ventilators. This way you will stay clear from the virus. Political virus is more terrible than #COVID19!",,1241031638504493056,,,3835,2020-03-20 23:59:34,32552,6366,1,141627220,"Spokesman & DDG, Information Department, Foreign Ministry, China. @MFA_China @SpokespersonCHN YouTube https://t.co/owWGn7HxYe Facebook https://t.co/Mkd9zCNrkU",879845,175041,2010-05-08 23:38:36,"Beijing, China"
RainnWilson,https://twitter.com/rainnwilson,"If someone was comatose for last 3 years &amp; woke up-they would be told no one believes any media or science that they disagree with, the UN is evil, China is the new Russia, cell phone towers are causing a deadly virus &amp; The Office has become the most popular show ever.",,1250906701504507904,,,135,2020-04-17 05:59:33,5289,363,1,19637934,Emmy winner. Spelunker. Father of 7. Unreliable Narrator.,4493195,634,2009-01-28 13:28:45,Los Angeles-ish
Josh Hawley,https://twitter.com/HawleyMO,"If the #Coronavirus crisis makes anything clear, it¡¯s that we need to stop relying on #China for our critical medical supply chains. I will introduce legislation this week to jump start that effort. Details to follow   https://t.co/7B5kbaiViZ",,1232365967268876290,,,510,2020-02-26 02:05:17,7628,2833,1,2352629311,"Constitutional lawyer, husband to Erin, Dad to Elijah, Blaise and Abigail, US Senator from Missouri",596499,955,2014-02-20 11:13:57,"Missouri, USA"
Laura Ingraham,https://twitter.com/IngrahamAngle,If the Democrats were in charge they¡¯d be helping China clean up its image and bury these stories. ¡°China confirms unauthorised labs were told to destroy early coronavirus samples¡± | South China Morning Post https://t.co/umfREdmO19,,1261461169061023744,,,195,2020-05-16 08:59:14,1407,625,1,50769180,"Mom, author, host, The Ingraham Angle, 10p ET @FoxNews. Retweets do not = Endorsements",3711262,363,2009-06-26 05:03:25,DC
"Eugene Gu, MD",https://twitter.com/eugenegu,"If the President of the United States can casually say China Virus and Kung Flu without any consequences, then America is a racist country.",,1298307100565618688,,,582,2020-08-26 01:11:48,30022,6167,1,65497475,"Founder and CEO of https://t.co/UuuUYuZTcj. With our team of Stanford trained doctors, we¡¯re fighting the coronavirus pandemic and tobacco addiction through telemedicine.",522798,6140,2009-08-14 07:16:22,eugene@coolquit.com
Scott Adams,https://twitter.com/ScottAdamsSays,"If the US government does not ban incoming flights from China to curb the Coronavirus, how many American deaths would it take to prevent Trump from being reelected? I think the number is around ten.#coronavirus",,1223248711641260034,,,230,2020-01-31 22:16:34,1282,263,1,2853461537,You might enjoy my extra-provocative content and micro lessons on success and persuasion on https://t.co/YRmVuhAdWh at: https://t.co/3ZNbPqcs4h,609549,1484,2014-11-01 01:15:36,Pleasanton CA
Mike,https://twitter.com/FuctupMike,"If the cause of this virus, was due to bat soup in China, why didn't this virus exist last year?

Did they just figure out this recipe, this year?

Or is the story absolute bullshit?",,1238669563807449090,,,139,2020-03-14 11:33:32,524,131,0,1.067E+18,"Just a dude.


Trump.


New York.",39138,4978,2018-11-26 18:32:31,"New York, USA"
Ben Shapiro,https://twitter.com/benshapiro,"If the media want Trump re-elected by massive numbers, they should keep asking him why he's mean to China after they unleashed coronavirus on an unsuspecting world.",,1240319416144760832,,,415,2020-03-19 00:49:27,16258,2648,1,17995040,"Editor Emeritus, https://t.co/Jd8PhAEM3i, host of ""The Ben Shapiro Show,¡± NYT bestsellers ""The Right Side of History"" and ""How To Destroy America In Three Easy Steps""",3351770,265,2008-12-10 00:40:22,
P. Chidambaram,https://twitter.com/PChidambaram_IN,"If the pandemic is an ¡®Act of God¡¯, how do we describe the mismanagement of the economy during 2017-18 2018-19 and 2019-20 BEFORE the pandemic struck India? Will the FM as the Messenger of God please answer?",,1299550402669494272,,,602,2020-08-29 11:32:15,15312,3963,1,3097503906,"Official account of P. Chidambaram | Member of Parliament, RajyaSabha | Former Finance Minister, GoI | Here for short but serious comment on contemporary issues",1581947,10,2015-03-19 17:14:38,
Mahyar Tousi,https://twitter.com/MahyarTousi,"If the reports of Covid coming from a biological weapons lab is fully confirmed, then we must stop saying this is a war against the virus.

This is a war against China.",,1346873577786769413,,,281,2021-01-07 01:37:39,3860,755,0,49384084,"Political YouTuber | TalkRadio Contributor | Cancelled By Iran | Free Speech, Free Markets, Free People | Small State | Enquiries: contact@mahyartousi.co.uk",77946,142,2009-06-22 02:19:09,London
